City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
512,arteche,12.2645,125.4048,79.86,85,71,3.6,PH,2023-10-04 10:39:47
513,brewton,31.1052,-87.0722,70.12,83,1,5.21,US,2023-10-04 10:39:47
514,saint-leu,-21.15,55.2833,78.57,91,19,14.29,RE,2023-10-04 10:39:47
515,urganch,41.55,60.6333,78.75,22,75,6.91,UZ,2023-10-04 10:39:48
516,salinopolis,-0.6136,-47.3561,83.05,73,8,14.92,BR,2023-10-04 10:39:48
517,boende,-0.2167,20.8667,96.1,37,83,4.09,CD,2023-10-04 10:39:48
518,altagracia de orituco,9.8601,-66.3814,73.44,93,97,2.15,VE,2023-10-04 10:39:48
519,whangarei,-35.7317,174.3239,42.53,95,0,3.62,NZ,2023-10-04 10:39:48
520,peace river,56.2501,-117.286,49.66,74,75,14.97,CA,2023-10-04 10:39:49
521,bikenibeu village,1.3673,173.1241,82.36,89,75,1.14,KI,2023-10-04 10:39:49
522,dolores,-36.3132,-57.6792,50.38,94,100,12.24,AR,2023-10-04 10:39:49
523,amagunze,6.3267,7.6539,82.67,79,93,3.98,NG,2023-10-04 10:39:49
524,kenai,60.5544,-151.2583,28.45,86,0,6.91,US,2023-10-04 10:39:49
525,san andres,12.5847,-81.7006,78.82,100,20,2.3,CO,2023-10-04 10:39:50
526,mizan teferi,6.9833,35.5833,82.2,44,69,4.43,ET,2023-10-04 10:39:50
527,manado,1.487,124.8455,81.37,78,20,2.3,ID,2023-10-04 10:39:50
528,tarija,-21.5355,-64.7296,62.51,82,75,9.22,BO,2023-10-04 10:39:50
529,urengoy,65.9667,78.3667,40.1,61,100,10.0,RU,2023-10-04 10:39:51
530,socorro,31.6546,-106.3033,73.38,36,40,5.75,US,2023-10-04 10:39:51
531,kudahuvadhoo,2.6708,72.8944,81.66,74,99,6.44,MV,2023-10-04 10:39:51
532,shuangyang,43.5242,125.6736,49.48,45,78,14.18,CN,2023-10-04 10:39:51
533,karpinsk,59.7654,60.0085,51.87,65,100,8.48,RU,2023-10-04 10:39:51
534,nizhnevartovsk,60.9344,76.5531,53.02,100,75,13.0,RU,2023-10-04 10:39:52
535,saint-tropez,43.2693,6.6398,81.55,72,33,8.75,FR,2023-10-04 10:39:52
536,freetown,8.484,-13.2299,76.71,88,75,10.36,SL,2023-10-04 10:39:52
537,monte alegre,-2.0078,-54.0692,82.47,64,17,8.57,BR,2023-10-04 10:39:52
538,port lincoln,-34.7333,135.8667,51.51,60,33,12.1,AU,2023-10-04 10:36:19
539,minot,48.2325,-101.2963,48.42,87,0,8.05,US,2023-10-04 10:39:25
540,crane,31.3974,-102.3501,72.21,85,51,11.39,US,2023-10-04 10:39:53
541,amahai,-3.3333,128.9167,79.18,88,49,2.51,ID,2023-10-04 10:39:53
542,acarau,-2.8856,-40.12,80.82,65,67,19.04,BR,2023-10-04 10:39:53
543,tobelo,1.7284,128.0095,81.18,82,83,3.22,ID,2023-10-04 10:35:28
544,plaza huincul,-38.926,-69.2086,47.14,10,0,11.01,AR,2023-10-04 10:39:54
545,zaozersk,69.4005,32.4476,39.67,94,98,12.48,RU,2023-10-04 10:39:54
546,labrador city,52.9463,-66.9114,31.91,100,100,3.44,CA,2023-10-04 10:39:54
547,biltine,14.5333,20.9167,96.67,25,61,8.21,TD,2023-10-04 10:39:54
548,soc trang,9.6033,105.98,79.75,87,41,8.41,VN,2023-10-04 10:39:55
549,ancud,-41.8697,-73.8203,41.77,91,27,2.66,CL,2023-10-04 10:39:55
550,geri,35.1,33.4167,85.78,28,40,8.05,CY,2023-10-04 10:39:55
551,yangju,37.8331,127.0617,61.93,79,100,12.84,KR,2023-10-04 10:39:55
552,wuwei,37.9281,102.6414,54.23,79,100,0.69,CN,2023-10-04 10:39:55
553,melekeok village,7.4957,134.6367,81.16,83,100,3.44,PW,2023-10-04 10:39:56
554,urumqi,43.801,87.6005,68.95,35,0,8.95,CN,2023-10-04 10:35:59
555,formosa do rio preto,-11.0483,-45.1931,88.39,31,83,5.88,BR,2023-10-04 10:39:56
556,yakeshi,49.2833,120.7333,37.89,37,0,6.29,CN,2023-10-04 10:39:56
557,port macquarie,-31.4333,152.9167,69.89,76,80,26.33,AU,2023-10-04 10:39:31
558,soio,-6.1349,12.3689,79.16,81,97,6.31,AO,2023-10-04 10:39:57
559,youhao,47.8667,128.8333,39.51,97,100,9.57,CN,2023-10-04 10:39:57
560,newberry,34.2746,-81.6187,61.47,95,0,4.41,US,2023-10-04 10:39:57
561,ujae,8.9322,165.7642,83.55,79,92,14.7,MH,2023-10-04 10:39:57
562,ust'-ilimsk,58.0006,102.6619,42.44,91,100,10.0,RU,2023-10-04 10:39:57
563,den burg,53.0542,4.7972,62.98,72,100,17.27,NL,2023-10-04 10:39:58
564,cabugao,17.7931,120.4578,84.06,86,100,4.81,PH,2023-10-04 10:39:58
565,auki,-8.7676,160.7034,76.71,92,100,4.7,SB,2023-10-04 10:39:58
566,tumen,42.9661,129.8425,52.93,43,17,14.85,CN,2023-10-04 10:39:58
567,woolgoolga,-30.1106,153.2007,71.47,80,57,23.26,AU,2023-10-04 10:39:58
568,saint-pierre,-21.3393,55.4781,79.18,65,75,19.57,RE,2023-10-04 10:39:59
569,baardheere,2.3446,42.2764,94.71,36,63,12.57,SO,2023-10-04 10:39:59
570,luumaki,60.9262,27.5814,48.25,89,100,11.01,FI,2023-10-04 10:39:59
571,leh,34.1667,77.5833,52.99,14,23,5.17,IN,2023-10-04 10:39:59
572,bardai,11.65,7.2333,86.41,38,68,13.78,NG,2023-10-04 10:40:00
573,okha,53.5739,142.9478,44.83,80,79,6.4,RU,2023-10-04 10:40:00
